Mc,totalmass,chi1z,chi2z,ecc,eta,DL,iota,ra,dec,psi,z
5.520151840052801617e+01,2.263312134988597109e+02,6.764702832649669428e-01,-9.105560613310739182e-01,1.135740473809106477e-01,9.520891583547699821e-02,1.214470058591758716e+05,2.672228090397388289e-01,3.508801363506068416e+00,8.642135180919867654e-01,5.302920329253463905e+00,1.127753221417974849e+01
1.987475004460669226e+01,6.746913088866392627e+01,6.637432661773967624e-02,-9.351373141392544941e-01,7.950022968237846488e-02,1.304150161366174621e-01,2.868723420504205933e+04,1.135600372513197565e+00,7.356229385065753412e-01,1.712646019324666202e+00,5.272567811036183549e+00,3.255051116903950881e+00
7.008252157396482573e+01,1.645941880905176902e+02,6.490789016813747203e-02,3.584658420034705362e-01,4.146019917061414400e-02,2.409861253513513046e-01,1.709248863489764044e+05,1.251250668091265617e+00,5.240809621505775340e+00,2.721868547372241931e+00,5.725581286374961998e+00,1.529558838541475119e+01
2.148706310837140521e+01,8.680558029929164832e+01,5.110201096921123121e-01,-5.009264068038673523e-01,1.364533126318017708e-01,9.758484076051200662e-02,1.858844700751735363e+05,2.384259495487117242e+00,2.899259056244113952e-01,2.044965074598473986e+00,4.982975251861179622e+00,1.649359145980189112e+01
7.121686806937286462e+01,3.109351785333334419e+02,-9.237920038664291233e-01,8.481337048174160120e-01,5.983498558398311212e-02,8.574096184120498509e-02,1.193344141355921920e+03,8.852861623859250573e-01,1.018060702965043030e+00,2.211948147347567506e+00,1.889812890386169508e+00,2.316063060323725331e-01
6.509575397413594544e+01,1.931982324388263805e+02,-7.159823609228472829e-01,4.466203856962300822e-01,8.871389486296218929e-02,1.631482881990254930e-01,2.174922698597717681e+05,1.755006979489431851e+00,1.941636910461692178e+00,1.495644568327567203e+00,1.855596180409861073e+00,1.900535967927134351e+01
2.473996083253761924e+01,7.183131145174385779e+01,1.958383687161755482e-01,9.774729611307231281e-01,1.717611325181499574e-02,1.692292203312319721e-01,5.669661671546257276e+04,1.289252634801602015e+00,2.117145456599195619e+00,1.289223733544602846e+00,4.080325737346616854e+00,5.799964593816220315e+00
8.240489323745177330e+01,2.289987819056614455e+02,4.655820602798226293e-01,-2.323649753220252689e-01,1.174915025335050364e-02,1.820537858806209330e-01,9.460386514771537622e+04,1.408130372461840585e+00,5.377082510830964779e+00,2.678272618157559126e+00,3.921532007624470850e+00,9.048174593764926499e+00
4.195127954285181460e+01,1.813124558236914083e+02,9.307074592520743206e-01,3.376468493457847053e-01,5.727628173691714369e-02,8.720257021014508891e-02,5.551171366986090106e+03,6.644648101217559555e-01,3.575372060995581247e+00,2.477274834303052842e+00,1.974302851242227597e+00,8.488125288880077335e-01
9.893531333855372978e+00,2.280243512355629321e+01,-5.929141659756231864e-01,3.639838842512614914e-01,1.311280850652654928e-01,2.486662478736061388e-01,2.026018393819106568e+05,2.720366301412985965e+00,2.094988246906841045e+00,1.598908112425888151e+00,2.416720045651845616e+00,1.782509944222180565e+01
4.558137998783187328e+01,3.149759626157159573e+02,7.732782416651804436e-01,-5.955328462618204588e-01,1.359284004366667631e-01,3.988871959215171958e-02,1.807217240963552322e+05,4.336434203005204990e-01,4.068672321724077001e+00,1.653088407044547514e+00,4.746368221699604817e+00,1.608087960502757241e+01
3.843744363942629860e+01,8.926133934841124074e+01,9.267991120817986594e-01,4.774022948852636450e-01,1.692237434897476689e-01,2.455567228664339574e-01,4.965733559620251617e+04,4.900484271508101508e-01,2.034623246524037476e+00,2.298688274758433181e+00,2.676551290043123643e+00,5.176831887942487498e+00
1.886160681042246523e+01,5.763580389249810310e+01,-9.324392018289717754e-02,2.488786140240537570e-01,4.083771502584250535e-02,1.554093773761349995e-01,2.147862062627977866e+05,2.795420719598040726e+00,5.565512727527737624e+00,2.017366713769195297e+00,4.866527846331866414e+00,1.879124349191217291e+01
1.309233277723579931e+02,3.196208529964879972e+02,-8.553746118116429820e-01,6.408676109318496295e-01,1.301048788374015719e-01,2.259279086731524888e-01,8.533982465355587192e+04,2.095932612801342021e+00,4.855385181530773586e+00,1.703866027950186268e+00,5.782089844201853346e+00,8.267353420600091596e+00
2.060068275894479939e+02,4.806819091446499783e+02,-1.781688108966106299e-01,-5.883700150040817034e-01,1.928431418103257466e-02,2.436163290443137119e-01,4.040866031455422558e+02,9.635778728088270073e-01,3.261315298865803847e+00,9.279611100921119071e-01,6.094757737585474011e+00,8.573816020172708718e-02
1.660201053429679874e+01,7.943409445637946931e+01,-6.423422135082273998e-01,-1.941495288144365894e-01,5.612802631372872803e-02,7.360763997838817851e-02,2.007007640887996822e+05,2.095993308482891671e+00,3.486016304703886542e-02,1.358875532234109063e+00,1.029558468661541992e+00,1.767403960987704892e+01
2.231821339139310112e+01,6.783087678296247702e+01,-7.412230561075325852e-01,1.706990060007593790e-01,5.012875968593498432e-02,1.568146590556600550e-01,4.358459864475102950e+04,4.699218277191344328e-01,1.758344395851465292e+00,2.185476382153648256e+00,4.712849100335219532e+00,4.631843772699991035e+00
4.354063978191719997e+01,1.051334749142623508e+02,1.025384710521735077e-01,4.655460287897370542e-01,1.572537942053798266e-01,2.301033696250756044e-01,2.181643556007668667e+05,2.072387314373695055e+00,4.914706711366392256e+00,1.869751454495020226e+00,1.236417755322479550e+00,1.905851331799875936e+01
8.133380318907235562e+01,3.956599172899935866e+02,-8.437369852371143786e-01,-4.620653674067011218e-01,1.095440666302896320e-02,7.160033281854780163e-02,7.100895051222265465e+04,1.983592156704459430e+00,5.105732355447516468e+00,1.839406107327008932e+00,5.724419447867973298e-01,7.044464078518477557e+00
2.856333805572961282e+01,3.681782471333039553e+02,-1.333547349233901169e-01,9.540330205150104881e-02,1.579093070862731471e-02,1.411187508731868642e-02,1.458632950448499651e+04,1.177298013065583904e+00,4.337763589417498622e+00,1.568561612406825567e+00,6.001302813350811727e-01,1.861346409740620711e+00
2.772908935732351665e+01,1.007392117371615967e+02,-6.658567884619692734e-02,2.471962550746114040e-01,2.683482133393651561e-02,1.164738501400247456e-01,1.442429677289822721e+05,3.859353344347784542e-01,2.722194233666759278e+00,8.477461238033529023e-01,4.050145227686818394e+00,1.314085900224668357e+01
1.798462917442850895e+01,5.782469074030314715e+01,-4.263950692687898947e-01,2.583981127067678241e-01,2.718421562971516658e-02,1.427732836378675652e-01,1.181687258080221909e+04,8.257461153100079665e-01,3.755949939611840982e+00,2.229854700065751594e+00,3.665633225757448099e-01,1.567658458086471640e+00
2.715230320597976288e+01,6.575321114015054036e+01,-6.987452207942796978e-01,7.040970377110506995e-01,1.307588557099815529e-01,2.289898220053965261e-01,1.697837367501248082e+04,1.851886164420549763e+00,6.698538998545661496e-03,1.012700281673116320e+00,2.042781716358674782e+00,2.107932465425312873e+00
1.557184788247032259e+01,3.775422635753933776e+01,-6.033844681855482506e-01,3.934771400013457043e-01,1.246566735075700823e-02,2.285375823193509237e-01,4.507180993749477784e+04,2.142949498032741040e+00,3.470073044924844474e+00,2.391668893104871518e+00,6.424161178183968035e-01,4.766021830035684914e+00
2.913177487133170018e+01,6.965099210801051299e+01,-6.630113785578060082e-01,-3.292210535341991706e-01,8.882546564592724847e-02,2.339193043147652917e-01,1.468384451290750003e+05,1.879640353467159741e+00,2.404649773384166522e+00,1.730893543714427274e+00,6.894011071489316578e-01,1.335159638227164258e+01
1.689337111447223450e+01,8.493896543693595902e+01,-1.434403144902968164e-01,-4.720108351718756978e-01,1.804426033127281767e-02,6.776658382888924026e-02,1.208152483720558666e+04,1.675194804979331042e+00,5.892438015189303435e+00,9.155195665173435637e-01,3.327071906116937233e-02,1.596175903288639120e+00
8.885283665362692318e+00,2.204342041850080491e+01,-2.387645212950839646e-02,-4.452884068704090481e-01,1.903908406730436820e-01,2.199482559810925497e-01,1.510991516464617744e+05,2.713327485718303844e+00,5.805167852997764832e+00,2.307647276447070794e+00,3.387700800390765377e+00,1.369697552721713052e+01
6.430768488169042030e+01,1.498235058418320875e+02,4.211208021779673238e-01,-8.405622683702451692e-01,7.802135456150881276e-02,2.442332936178968350e-01,8.986079187802168599e+04,1.039628309457593769e+00,2.302589481120140391e+00,1.200811220088944253e+00,1.036258647635062147e+00,8.649256447208731657e+00
1.914319836618230966e+02,4.410507738458127278e+02,-8.771491517619004474e-01,-9.701079519387093564e-01,2.001847103587439322e-02,2.488149771506408814e-01,1.024275611969142774e+05,1.562850433876694645e-01,3.119457002863184059e+00,7.715344381339969138e-01,2.054324679624180749e+00,9.702612003461236867e+00
2.888257037475451128e+01,2.812526424058646057e+02,-3.010063744994533330e-01,-2.420651254271487529e-01,4.165712264982255469e-02,2.251984418808074262e-02,1.672704153024528932e+05,1.861060542537195550e+00,5.793214703931400145e+00,2.382071512670817182e+00,2.238929139983245165e+00,1.500190284168322741e+01
8.090759209259148577e+01,2.683036421748738576e+02,8.843685723078085203e-01,9.711600542669382996e-01,1.103118317692792887e-02,1.356035877511641563e-01,4.891081903766005780e+03,1.041782056306508331e+00,3.842214642137043334e+00,8.256159407353648172e-01,3.601975093212569590e+00,7.655264364306835212e-01
7.866782567460550979e+01,2.267945307508496740e+02,-1.520294381622966373e-01,-5.336977564411484742e-01,1.040367419160215939e-02,1.712409450522796306e-01,2.081106000613278302e+05,2.243329472447605166e+00,1.140079510222074211e+00,2.274280374872362565e+00,3.423811333637163390e+00,1.826233664553814862e+01
2.610275721656404357e+01,1.547282372730994098e+02,4.496962242912161400e-02,-3.145157265963272053e-02,5.081418599054080693e-02,5.150641745924235126e-02,6.526764550920581678e+04,3.197167780598331177e-01,1.647374932885718124e+00,1.937933243728974908e+00,2.898566129644618641e-02,6.548424729024516111e+00
4.751923818747053474e+01,1.327028940891631521e+02,-4.041253455654284510e-01,-5.974908491626587104e-01,2.440987865195422962e-02,1.805711893604177443e-01,4.325354146668423346e+04,7.857731032538004534e-01,2.793202877320349664e+00,1.096275492193114820e+00,4.861027298846757994e+00,4.601908312888265407e+00
1.459916911431919218e+01,4.718003814185031075e+01,1.795866202731977168e-02,4.550551739631858439e-02,1.220170712482702147e-01,1.415629984631511518e-01,4.951578681529756432e+04,5.839919363032791688e-01,2.580537268969196329e+00,2.115245866967808031e+00,2.478444193712027399e+00,5.164212435089501341e+00
1.735285110158696398e+01,4.335269464111718918e+01,4.990664420014319091e-01,3.991703759005682528e-02,3.203798651460317004e-02,2.173991820986819756e-01,1.554083990983171680e+05,4.545598599231162051e-01,4.563522197518825596e-01,1.113118773957577190e+00,4.753956552499087884e+00,1.404560083162604833e+01
1.974448237329950757e+02,5.122469302094485784e+02,5.843542113859707676e-01,-5.864593529964778895e-01,7.750991277928284684e-02,2.041474597748719477e-01,9.042091222163922794e+03,1.284883754357337926e+00,2.715793128549021329e+00,2.221817121105315262e+00,5.615461582083053571e+00,1.261368366764514803e+00
2.013891379399418113e+01,1.685701310906812864e+02,8.797654754490293882e-01,5.922999630674219418e-04,2.824963709734162540e-02,2.897959847830165400e-02,1.360032002346879199e+04,3.602476564846104345e-01,1.976346415560950864e-01,2.622879111093745941e+00,1.843006871995293283e-01,1.757915855248270987e+00
1.455070871850246128e+01,4.531032486171026363e+01,-3.914536025762693772e-02,-1.269589039988626711e-01,3.956018623674587703e-02,1.505953694639759199e-01,1.236070401987757032e+04,1.865276042075887819e+00,2.313415859656148488e+00,1.582870331165621369e+00,5.290725316823246871e+00,1.626145859898238122e+00
1.807242460100776427e+01,6.513683430309069422e+01,-1.698195499838666134e-01,-1.098048726038831635e-01,1.749350774990900692e-01,1.180274315511997407e-01,1.761151028200638539e+05,1.657687027501983712e+00,7.662822510734609294e-01,9.512330484355113747e-01,4.053162315953540151e+00,1.571198040559897535e+01
3.726550636780122261e+01,1.246231861082129200e+02,-4.460753579806395752e-01,-8.732506040551584192e-01,2.533503406828604629e-02,1.337150510289741856e-01,1.338059948483961052e+05,3.011515103147887729e+00,1.421634587436029884e+00,2.171973398795785659e+00,4.701199596471750120e+00,1.229064813816696500e+01
2.829185621789167726e+02,6.544598171825928148e+02,-1.847672875709389650e-01,-3.293834872785816881e-01,2.787574301778716554e-02,2.471519791973403324e-01,1.601752509564048087e+05,1.210644806783329752e+00,1.036978362983668467e-01,2.133543812178535504e+00,6.084030725473219547e+00,1.443047392768815484e+01
1.168619968148570543e+01,3.760754340547390484e+01,3.053147912371390049e-01,-7.963489763979070268e-02,7.269871888572568275e-02,1.425598497470914605e-01,1.325495053994572372e+05,1.228656793708319928e+00,6.452118551405748859e-01,2.475450167348297370e+00,1.770852401098661211e-01,1.218797580511017564e+01
1.853745672582702042e+01,4.277156961839589400e+01,6.827594387656525932e-01,9.736194830568094538e-01,2.434695484664446338e-02,2.482132360976346264e-01,1.312069418442911701e+05,2.861244710148347359e+00,1.491329618042898542e+00,2.846819365098398169e+00,1.999043127055722513e+00,1.207819119592817358e+01
7.333689908621397358e+00,1.741270001363378128e+01,-9.206506776217759924e-02,-5.732952593205300484e-01,2.684145647222898126e-02,2.366432063353438864e-01,7.649607513222505804e+04,2.443018893576392792e+00,1.989673766081707873e+00,1.987271434228063738e+00,2.951310439104135153e+00,7.515086077425396915e+00
4.046163187847915310e+01,9.556913218040887159e+01,9.648278824546825394e-01,-7.699049767399582800e-01,2.079917261771503656e-02,2.387131004792711619e-01,1.037348381933245255e+05,3.626756768197100800e-01,1.710917386279952712e+00,1.111816072238526409e+00,4.007374977116378467e+00,9.811557898481225948e+00
3.080487455078875669e+01,8.552577902568803836e+01,-5.242465282673279825e-01,3.801260677023974299e-01,1.064466157836051370e-02,1.823352665812486562e-01,7.919371995293252985e+04,2.740711667464146739e+00,1.407058154278285178e+00,1.704933496052974728e+00,5.446417816006672297e+00,7.745329442224313965e+00
1.459929089675137845e+02,3.721734598753749310e+02,4.862523247586669761e-02,6.694151415046338816e-01,1.919909734155498399e-02,2.102054332341369569e-01,1.076036211802468824e+04,1.966230719968124152e+00,3.324807526754268050e+00,1.574070417539417122e+00,4.816381357604416991e+00,1.452703528278014300e+00
6.383516595273559524e+00,1.544733280359106864e+01,2.887490701417294581e-01,3.240262504352440232e-01,1.991273693014487811e-02,2.292683721919531459e-01,1.168504885413940647e+05,1.055126740075600589e+00,6.693634015707106144e-01,2.078476299401208927e+00,3.470065448558817600e+00,1.089879458665883050e+01
1.008646978469378155e+02,2.347156002872033014e+02,-2.924819558260434160e-01,4.039993339035519160e-01,1.001248604020739050e-02,2.447158280669529118e-01,2.847084902839290589e+04,1.619134491914175467e+00,5.241200064470630693e+00,1.977571145102498873e+00,5.320519011788686470e+00,3.234505687928181938e+00
1.167056335611272466e+01,3.551782970217023205e+01,1.106360186234314202e-01,5.442776061288927547e-01,5.624358819522669306e-02,1.564620441926305727e-01,9.874156181272813410e+04,1.469906877808736523e+00,4.592155615899512711e+00,3.782484415960942759e-01,3.535815291175036457e+00,9.394815649482342934e+00
1.555176660349932938e+01,4.186279288126145559e+01,6.512045528801799765e-01,1.393959474879946647e-01,5.929506697274028459e-02,1.919784811814548298e-01,3.551155152348809497e+04,1.770097276200837122e+00,4.914681070630297910e+00,4.900901106712903244e-01,2.360681429636513950e+00,3.894059680518944244e+00
1.802292892833284910e+01,4.386212546363125142e+01,7.231279856169097187e-01,4.799155329966791061e-01,3.086004100676435422e-02,2.271047209052272919e-01,2.173161321011956607e+05,8.110211428616794782e-01,3.737457635144103119e+00,2.255764807878341216e+00,3.017832300990715755e+00,1.899142774175938442e+01
4.388768629865369775e+01,1.939696425763760885e+02,6.759074934571422943e-01,-2.723801844093098889e-02,1.368044253400887700e-01,8.401333034965885460e-02,3.993692332899459143e+04,2.279499488012444175e+00,4.922981203995534294e+00,2.014505682570921774e+00,2.941496413888764039e+00,4.300579081757913258e+00
2.808217315185324381e+01,1.160337292118086054e+02,-9.771265918767900738e-01,4.423811985179786355e-01,1.710092017903254782e-02,9.398908844431967669e-02,2.051182960659933160e+05,1.951288470680941911e+00,1.509029015867602519e+00,7.435989889372803807e-01,4.396668406870190005e+00,1.802492318690718776e+01
4.076480024613267972e+01,9.484156781650639800e+01,-3.925067476399773936e-01,7.764076066621476979e-01,1.324418012578762460e-02,2.447997612154211022e-01,1.273811613089327875e+05,1.581793370206906912e+00,9.060521210946128612e-01,2.554522850314381532e+00,4.221769566765609660e-01,1.176489042970066556e+01
1.631945295640079863e+01,9.968984471720695240e+01,-8.633535297936840713e-01,5.682002033333377611e-02,1.468284795972832624e-01,4.898816011451063296e-02,1.845251480089903926e+05,7.038576713399169460e-01,3.726894014467190708e+00,1.152063261643820002e+00,1.033267593012301866e+00,1.638499907622500373e+01
9.095089756974266137e+00,2.460065966238729374e+01,9.000949934167354893e-01,9.404057399240477455e-01,1.353477444857680186e-02,1.904438975271851298e-01,1.620683218661544961e+05,1.143165833647200369e+00,1.340707808136709422e+00,2.126138927679444901e+00,6.375129454480410462e-01,1.458310174219061395e+01
5.916748066918846405e+01,3.868065351952420201e+02,-6.960330405595085423e-01,-1.451609484930714844e-01,1.928910403587038441e-02,4.375040969671985247e-02,2.885629461153793727e+03,1.295830394497038185e+00,1.832839903312787067e-02,2.148635369583292043e+00,6.004049018695010176e+00,4.951276732330622821e-01
2.413800425545994415e+02,5.549478106699430100e+02,-6.716860753808824303e-01,3.539879539528261176e-01,7.537255617168080180e-02,2.496981713740053233e-01,5.010259081572449213e+04,1.744639272809161090e+00,3.810035231019171853e+00,1.017050322097259984e+00,1.439078561341138540e+00,5.216503216086145756e+00
5.823765362621125874e+00,1.378417786745919216e+01,-6.193189526227632635e-01,5.986052552457516995e-01,4.524799878183514285e-02,2.378875248612152549e-01,7.563974517652750365e+04,1.698542569606446673e+00,2.653011738819395671e+00,1.930115319706165122e+00,5.875256212201341199e+00,7.441847435724651127e+00
9.344596985975420012e+01,2.666748059873804095e+02,4.778629992723126829e-01,-3.533412352226412700e-01,7.523003244387620192e-02,1.741663752585972669e-01,2.052339165084326232e+05,1.679187259864194370e+00,5.254748235754480135e+00,1.693910118562007572e+00,4.171064170155401207e+00,1.803410059534662579e+01
1.764280611020165850e+02,4.168362677733044848e+02,-9.137359602230050726e-01,-8.274487034312894007e-02,4.550946033444119854e-02,2.385999075781556067e-01,1.357944219625052065e+05,2.824725688331641837e+00,2.236985926901682742e+00,1.051512509947202245e+00,4.846898038234771278e+00,1.245298639244709094e+01
2.024592779517971408e+01,1.171689813579755963e+02,-3.514748820730851930e-01,1.691195136885335071e-01,1.217043541816604200e-02,5.360538040636285417e-02,1.622479923402888926e+04,1.612744728022371898e+00,2.885318698435595408e+00,1.795379374401431694e+00,5.734485082879523965e+00,2.030856887055023652e+00
2.678455100347377424e+02,6.368384131711351301e+02,8.832154491187265144e-01,-5.243505456050719937e-01,1.919310043112022052e-02,2.360977591206709358e-01,1.323759670008124958e+05,2.320107868177102350e+00,1.806901800008337278e-01,2.157975898760885247e+00,1.714998632487070740e+00,1.217378976651171740e+01
2.689938226504768437e+01,6.182466204437939439e+01,-8.571967219035758756e-01,7.535098012201344453e-01,5.188197846443669964e-02,2.498240585336702346e-01,5.592551138937984797e+04,1.277825349584199355e+00,1.760938557857688380e+00,7.711340356538305407e-01,1.749037669910184389e+00,5.732105024665474780e+00
2.984446977700135406e+01,1.909002228006879704e+02,-8.920772428020279365e-01,-4.969142146494083256e-01,6.182212703763918793e-02,4.536933222795671433e-02,3.247024559270573081e+04,2.664793457696839063e+00,5.132148895993851490e+00,2.881786558097940709e+00,4.915865936507080924e+00,3.611293788932825599e+00
1.025855843177684079e+02,3.119524601457799236e+02,-8.623414040899709532e-01,3.766338899299317422e-01,1.909226946573874539e-01,1.566738573186384764e-01,1.930502471196271654e+05,7.158758416130308611e-01,2.857252829121874171e+00,2.675551102560738137e+00,3.888508465190639640e+00,1.706521769396216115e+01
2.003970172892256585e+02,4.609259626052811427e+02,9.657612737091880728e-01,-5.371584940302915889e-01,6.187979230385708129e-02,2.495169978550897671e-01,1.121396100920336030e+05,1.796527507869529527e+00,5.714700297669036644e+00,1.442255814872087871e+00,3.887926282477418560e+00,1.050944228488329202e+01
2.706843345055624539e+01,8.475549457183680602e+01,-7.744644734162453581e-01,-7.677211745071070848e-01,3.747273838236691440e-02,1.492194493628647145e-01,6.244364746203993127e+04,1.014280035142191894e+00,4.693989533428276850e+00,3.039549830388490914e+00,4.258064300926036161e+00,6.302939295485279203e+00
5.156396716969040028e+01,3.760777653398744746e+02,-3.998455995728609214e-01,-3.837520991757181754e-02,1.447887679475031407e-02,3.645701520345681623e-02,1.047544927117985208e+05,1.196210895109317107e+00,2.381878182862301685e+00,2.592676162958224673e+00,4.306218887757898295e-01,9.896457175366526471e+00
1.253473169573015866e+01,5.370378578323766305e+01,3.833155353960431277e-01,-3.198859167459142672e-01,2.331128370988149248e-02,8.848104317209998237e-02,1.255950733442072815e+05,7.273021859794179811e-01,5.705148139543614327e+00,1.624834658854192648e+00,8.360904153246875303e-01,1.161838600036843516e+01
8.056138807765668375e+00,1.863043259901069604e+01,6.033540263649841418e-01,-1.653321348054368478e-01,1.658893817381908511e-02,2.472710854769390731e-01,9.677208939644056954e+04,2.473355519259519575e+00,6.088436295058712311e+00,1.851207054317104195e+00,1.498261340318418178e+00,9.229973188466713552e+00
8.641372825632705812e+00,2.619651762235733727e+01,-8.542091309258947884e-01,9.320533957172718598e-01,5.533112405335675194e-02,1.574823787632717575e-01,5.308368175484079984e+04,1.425968464872945374e+00,4.328511650850741077e+00,9.910593254380976047e-01,2.524475162925540861e+00,5.481191172317552152e+00
1.428094150606853532e+02,4.065988953535096471e+02,2.703989262560377860e-01,-3.663313841873852006e-01,1.538171190638479985e-02,1.748441380806301515e-01,1.490381012263630400e+05,1.875526865062322912e+00,4.170490602316943907e+00,1.609617130328088175e+00,3.086407176576055456e+00,1.352999004100522029e+01
1.264292368456024285e+01,2.993609552499108872e+01,9.555170675389002000e-01,5.431242827956530572e-01,1.463930183111128991e-01,2.377317938670389930e-01,1.169945008661634492e+05,1.002917942141897445e+00,3.766188884753477684e+00,1.055185776641132556e+00,2.382267541525055599e+00,1.091067779573127439e+01
8.417221821756109890e+00,2.362262715525449153e+01,3.275148782253278767e-01,-7.652009264508299324e-01,8.288943904151885311e-02,1.790884709235475714e-01,1.579085029165497981e+05,1.508254583259067916e+00,3.842862512315115442e+00,4.677228372534918410e-01,3.935956593305239615e+00,1.424755701681276321e+01
1.738252638432737740e+01,4.439289165926971492e+01,9.038356653412367159e-01,6.860990392453909514e-01,1.415423139376427997e-01,2.095716038908699563e-01,3.479195539510616982e+03,6.109902833783307230e-01,5.749334661059524176e-01,2.263974627594516509e+00,8.186057388437703031e-01,5.785260229524702424e-01
2.092414811751615034e+01,4.820231806940562080e+01,-8.157358250454709303e-01,6.875957664018859106e-01,1.357598396030355870e-01,2.488664976001763174e-01,1.586724233099958510e+05,1.934358232633874852e+00,5.572094381070780145e+00,1.935306112898852904e+00,4.622993549198408658e+00,1.430922201675616989e+01
6.865037663304080695e+01,1.592961733099502908e+02,3.311212935768577115e-01,-7.002924284766620655e-01,2.750718653566932431e-02,2.458834521486716607e-01,9.497186633431076189e+04,8.354826683149353395e-01,7.106597666836521610e-01,2.410492528696892567e+00,1.320829328342692399e+00,9.079054447928871951e+00
2.313074436666357059e+01,1.003697972387657558e+02,1.296281014255560304e-01,-4.289477002429579189e-01,2.009963076764718221e-02,8.662520397228452851e-02,3.544019486030020198e+04,1.016939881653490030e+00,5.081672150056705028e+00,2.304585553524908015e+00,4.664761716652492396e+00,3.887458824965088766e+00
2.928466074158627208e+01,8.503098134735796521e+01,4.416324024907634094e-01,4.720891283443682251e-01,8.071176089920260865e-02,1.692147992524562772e-01,1.320883710631826834e+05,2.139957490686423824e+00,5.025202995941089767e+00,1.247689641735887145e+00,3.015095161346679209e+00,1.215027699823335183e+01
3.006544670443664202e+01,9.301016686788929633e+01,6.360580372548407802e-02,5.789724917207494936e-01,7.888426869225265148e-02,1.522516690329875633e-01,3.990348800861432392e+04,1.302211073585654910e+00,3.067468611033058234e+00,1.179945795803391206e+00,2.353633180874072028e+00,4.297527544769237373e+00
1.461396714846414824e+01,3.377030456368651556e+01,-6.879002638132223346e-01,-3.373464259252567654e-01,1.720218189023150768e-01,2.475836239467403277e-01,7.911129811501847871e+04,2.553964983845126380e+00,2.965227070403296139e+00,1.973673079665628993e+00,5.561524738499803000e+00,7.738305229180850731e+00
3.877610100567621032e+01,1.650854599727748564e+02,2.904625493848902451e-01,6.446316183391622712e-01,3.836044572564520361e-02,8.941811761711222772e-02,2.119801540434804701e+04,2.529205118685874165e+00,5.269790931430074821e+00,2.265574007189421035e+00,6.081843203432588663e-01,2.530967308160183560e+00
2.560502553463748043e+01,1.162907379323499839e+02,-3.692125645377697385e-02,-4.761311995313372014e-01,1.149165162590614214e-01,8.028482742058926092e-02,1.772877571996515908e+05,2.121558845223203260e+00,4.561168925493227277e+00,1.285259329957225916e+00,4.867433921979514189e+00,1.580594581449400060e+01
3.152168467367116378e+01,1.011897591575589104e+02,-1.595415329960153672e-01,1.806598812940660714e-01,3.148222451006275208e-02,1.431489268932481795e-01,1.856534123113239475e+05,1.336991244380410615e+00,5.641976070238629015e-01,5.018674019062361324e-01,4.436011943179056338e+00,1.647513651008827651e+01
7.480233095398808985e+01,2.519986430685968344e+02,-5.902576937680443780e-01,-6.963511418106766993e-01,6.487767891848804369e-02,1.320874477069775010e-01,1.729242233363889100e+05,1.707012580878874974e+00,4.684552822069127487e+00,1.001393852109960125e+00,8.761249356369814612e-01,1.545608509833731503e+01
1.348788252231038030e+02,3.693901103786286058e+02,-5.151568559085997201e-01,5.905205297246594043e-01,1.844364022468368211e-02,1.865366549158823384e-01,1.995850447971543181e+05,2.561589108958603589e+00,3.313027521933849417e+00,2.465532296829385572e+00,4.977493376504400047e+00,1.758534307469059854e+01
1.620839214633745371e+02,3.767215757730344308e+02,8.745198463444110448e-01,-8.884159599327946522e-01,2.923222045658287888e-02,2.452067394037043546e-01,8.430815436974779004e+04,5.224422411044026271e-01,4.987602388194911640e+00,2.138147629723854859e+00,5.973245917894028700e+00,8.179963511496321615e+00
1.806611001645066210e+02,4.167468428136108400e+02,-8.599392178740958848e-01,5.225581852645695413e-01,5.578860245353764458e-02,2.483060037224598393e-01,1.526172165470223408e+05,2.404485762912242475e+00,5.082775478770866329e+00,7.522682790889551052e-01,3.192720873149899941e+00,1.381986705212812439e+01
1.670925981830904163e+02,3.957749275252045891e+02,-4.566691845902302038e-01,-4.803202278537610503e-01,2.238997239043113291e-02,2.376009777043426030e-01,1.867602129576313309e+05,7.520354890413823989e-01,5.996453732776351409e+00,1.176926032532656485e+00,9.997604604409674467e-01,1.656352512707054814e+01
1.702759232406013155e+02,4.066964290486366735e+02,4.464375446474526665e-01,-2.283633446399890854e-02,2.388276128134965773e-02,2.343175445267159096e-01,2.569932720388917915e+03,9.833837730686273426e-01,4.121327764734139976e+00,6.977543668671462029e-01,4.796800478102845489e+00,4.492533534648113225e-01
9.839952768137283101e+01,3.780012204759116798e+02,-8.804214848168276930e-01,-4.108560142714181573e-01,2.693120786734348043e-02,1.061287427912992049e-01,1.760912772543813044e+05,2.475062357992015460e+00,6.276126060604982015e+00,7.833854211090758302e-01,5.335581529828380631e+00,1.571007082751927975e+01
3.547254671870329901e+01,2.983392157313018060e+02,7.466526621612814552e-01,-1.928050160057197537e-01,1.184401853393574622e-01,2.874992455695261212e-02,2.136653777735212061e+05,2.159597120420067018e+00,5.461055288680237041e+00,8.605385010276650481e-01,4.332820883782517285e+00,1.870251091460402293e+01
2.081315928519243386e+01,9.910360894775564589e+01,-3.975614654658669034e-01,-4.321155042786120060e-01,3.972625656363355795e-02,7.420176400048698884e-02,1.091497425866449339e+05,6.174857321597488902e-01,1.602602027622012093e+00,1.720596530371227395e+00,1.643695017937626401e+00,1.026167173804690336e+01
